Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
1153,44,43,97.73%,1,0:00:09,0:02:33,0:03:52,84.09%
1154,388,363,93.56%,25,0:00:19,0:03:06,0:02:54,75.20%
1155,283,280,98.94%,3,0:00:06,0:03:05,0:01:49,95.73%
1156,241,238,98.76%,3,0:00:05,0:02:55,0:03:16,96.67%
1157,280,273,97.50%,7,0:00:09,0:02:46,0:03:38,88.21%
1158,294,273,92.86%,21,0:00:26,0:03:16,0:02:44,61.77%
1159,290,246,84.83%,44,0:00:27,0:03:04,0:04:44,63.86%
1160,32,32,100.00%,0,0:00:06,0:02:43,0:01:10,96.88%
1161,270,263,97.41%,7,0:00:12,0:02:52,0:02:00,85.45%
1162,212,208,98.11%,4,0:00:08,0:02:43,0:02:34,91.00%
1163,246,238,96.75%,8,0:00:07,0:02:53,0:03:48,91.84%
1164,194,190,97.94%,4,0:00:08,0:02:43,0:03:34,92.78%
1165,179,176,98.32%,3,0:00:06,0:02:44,0:01:43,96.05%
1166,67,65,97.01%,2,0:00:09,0:02:36,0:01:59,89.55%
1167,27,27,100.00%,0,0:00:09,0:02:27,0:01:33,88.89%
1168,190,183,96.32%,7,0:00:09,0:02:38,0:02:54,87.83%
1169,213,205,96.24%,8,0:00:10,0:02:38,0:05:02,88.15%
1170,208,205,98.56%,3,0:00:04,0:02:36,0:02:53,97.09%
1171,166,165,99.40%,1,0:00:08,0:02:41,0:03:31,92.77%
1172,169,161,95.27%,8,0:00:18,0:02:52,0:03:37,73.96%
1173,175,167,95.43%,8,0:00:10,0:02:29,0:03:52,86.29%
1174,43,43,100.00%,0,0:00:04,0:02:42,0:00:29,100.00%
1175,24,24,100.00%,0,0:00:03,0:02:46,0:00:03,100.00%
1176,26,26,100.00%,0,0:00:05,0:02:52,0:00:58,92.31%
1177,42,41,97.62%,1,0:00:03,0:02:41,0:00:03,100.00%
1178,37,36,97.30%,1,0:00:05,0:02:24,0:04:50,94.59%
1179,60,60,100.00%,0,0:00:05,0:03:07,0:01:01,96.67%
1180,82,81,98.78%,1,0:00:03,0:02:24,0:00:58,97.56%
1181,31,31,100.00%,0,0:00:06,0:02:20,0:01:01,93.55%
1182,178,171,96.07%,7,0:00:16,0:02:43,0:02:06,76.14%
1183,183,175,95.63%,8,0:00:13,0:02:27,0:04:38,85.56%
1184,39,37,94.87%,2,0:00:03,0:02:53,0:00:58,97.37%
1185,170,167,98.24%,3,0:00:12,0:02:24,0:02:50,85.29%
1186,180,168,93.33%,12,0:00:12,0:02:46,0:04:29,83.15%
1187,24,24,100.00%,0,0:00:04,0:02:36,0:00:21,100.00%
1188,7,7,100.00%,0,0:00:33,0:02:39,0:01:33,42.86%
1189,181,181,100.00%,0,0:00:12,0:02:47,0:01:29,87.85%
1190,209,206,98.56%,3,0:00:05,0:02:42,0:00:58,95.17%
1191,180,179,99.44%,1,0:00:04,0:02:28,0:01:02,97.21%
1192,221,203,91.86%,18,0:00:12,0:02:43,0:02:55,87.32%
1193,254,248,97.64%,6,0:00:10,0:02:48,0:03:07,90.87%
1194,627,577,92.03%,50,0:00:41,0:02:39,0:05:20,47.81%
1195,167,159,95.21%,8,0:00:18,0:03:10,0:03:55,76.05%
1196,599,554,92.49%,45,0:00:25,0:02:35,0:04:50,63.56%
1197,304,300,98.68%,4,0:00:07,0:02:35,0:02:55,92.41%
1198,267,260,97.38%,7,0:00:08,0:02:56,0:01:54,90.91%
1199,286,281,98.25%,5,0:00:11,0:02:40,0:02:54,86.97%
1200,196,192,97.96%,4,0:00:13,0:02:43,0:02:06,85.64%
1201,191,189,98.95%,2,0:00:11,0:03:00,0:02:34,88.42%
1202,60,60,100.00%,0,0:00:06,0:01:58,0:00:59,96.67%
1203,215,207,96.28%,8,0:00:10,0:02:40,0:01:44,90.43%
1204,221,213,96.38%,8,0:00:08,0:02:35,0:01:47,90.45%
1205,201,193,96.02%,8,0:00:03,0:02:46,0:00:58,98.45%
1206,205,202,98.54%,3,0:00:05,0:02:48,0:01:09,96.06%
1207,201,194,96.52%,7,0:00:14,0:02:44,0:02:29,84.26%
1208,140,132,94.29%,8,0:00:07,0:01:51,0:01:56,92.48%
1209,29,28,96.55%,1,0:00:13,0:03:09,0:01:47,82.76%
1210,398,372,93.47%,26,0:00:21,0:02:51,0:04:13,72.52%
1211,255,249,97.65%,6,0:00:15,0:03:01,0:02:09,83.33%
1212,283,278,98.23%,5,0:00:17,0:02:38,0:01:59,79.57%
1213,230,222,96.52%,8,0:00:21,0:02:46,0:02:45,72.25%
1214,185,183,98.92%,2,0:00:10,0:03:15,0:01:20,89.73%
1215,197,194,98.48%,3,0:00:13,0:02:49,0:02:01,82.65%
1216,15,14,93.33%,1,0:00:12,0:03:14,0:01:48,86.67%
1217,230,228,99.13%,2,0:00:07,0:02:47,0:01:01,93.89%
1218,232,224,96.55%,8,0:00:12,0:02:51,0:01:34,86.46%
1219,237,231,97.47%,6,0:00:11,0:03:01,0:01:59,87.71%
1220,42,39,92.86%,3,0:00:17,0:02:51,0:01:40,78.57%
1221,215,211,98.14%,4,0:00:06,0:03:06,0:02:54,94.81%
1222,153,152,99.35%,1,0:00:04,0:02:35,0:00:55,98.69%
1223,39,39,100.00%,0,0:00:14,0:03:42,0:01:37,84.62%
1224,334,322,96.41%,12,0:00:17,0:02:56,0:02:18,77.13%
1225,236,225,95.34%,11,0:00:13,0:02:53,0:01:56,85.09%
1226,186,182,97.85%,4,0:00:08,0:02:38,0:02:10,95.11%
1227,202,197,97.52%,5,0:00:13,0:02:33,0:01:56,87.00%
1228,185,182,98.38%,3,0:00:08,0:02:49,0:02:33,90.27%
1229,38,38,100.00%,0,0:00:04,0:03:26,0:00:57,97.37%
1230,25,24,96.00%,1,0:00:03,0:02:44,0:00:46,96.00%
1231,203,195,96.06%,8,0:00:08,0:02:38,0:08:34,88.56%
1232,296,292,98.65%,4,0:00:04,0:02:40,0:00:58,98.63%
1233,233,223,95.71%,10,0:00:09,0:02:47,0:01:46,87.83%
1234,198,194,97.98%,4,0:00:08,0:02:42,0:01:43,91.79%
1235,181,179,98.90%,2,0:00:04,0:02:39,0:00:48,99.44%
1236,166,162,97.59%,4,0:00:06,0:02:39,0:01:01,93.87%
1237,19,19,100.00%,0,0:00:03,0:02:27,0:00:03,100.00%
1238,196,181,92.35%,15,0:00:14,0:02:37,0:02:36,78.13%
1239,176,172,97.73%,4,0:00:16,0:02:30,0:02:56,79.43%
1240,221,209,94.57%,12,0:00:12,0:02:42,0:02:50,83.87%
1241,196,191,97.45%,5,0:00:14,0:02:51,0:05:54,86.01%
1242,211,202,95.73%,9,0:00:15,0:02:46,0:02:54,79.33%
1243,201,194,96.52%,7,0:00:16,0:02:49,0:03:28,81.41%
1244,23,22,95.65%,1,0:00:10,0:03:02,0:01:02,82.61%
1245,225,210,93.33%,15,0:00:10,0:02:37,0:03:37,85.91%
1246,202,195,96.53%,7,0:00:11,0:02:47,0:01:52,86.80%
1247,191,184,96.34%,7,0:00:07,0:02:50,0:01:56,92.55%
1248,212,209,98.58%,3,0:00:10,0:02:51,0:01:45,89.10%
1249,210,203,96.67%,7,0:00:12,0:03:22,0:03:52,85.24%
1250,167,159,95.21%,8,0:00:16,0:03:16,0:02:42,83.03%
1251,12,11,91.67%,1,0:00:03,0:02:12,0:00:58,91.67%
